Well;WellName;WellType;Replicate;ThresholddRn;CtdRn;Quantitycopies;RSqdRn;SlopedRn;MONISprojectno;AssayID;speciesabbr;season;qpcrrundate
C9;smpl08;Unknown;8;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
D7;smpl09;Unknown;9;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
D8;smpl09;Unknown;9;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
D9;smpl09;Unknown;9;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
E7;smpl10;Unknown;10;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
E8;smpl10;Unknown;10;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
E9;smpl10;Unknown;10;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
F7;smpl11;Unknown;11;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
F8;smpl11;Unknown;11;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
F9;smpl11;Unknown;11;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
G7;smpl12;Unknown;12;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
G8;smpl12;Unknown;12;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
G9;smpl12;Unknown;12;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
B10;smpl13;Unknown;13;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
B11;smpl13;Unknown;13;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
B12;smpl13;Unknown;13;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
C10;smpl14;Unknown;14;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
C11;smpl14;Unknown;14;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
C12;smpl14;Unknown;14;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
D10;smpl15;Unknown;15;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
D11;smpl15;Unknown;15;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
D12;smpl15;Unknown;15;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
E10;smpl16;Unknown;16;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
E11;smpl16;Unknown;16;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
E12;smpl16;Unknown;16;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
B1;std5e5;Standard;17;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
B2;std5e5;Standard;17;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
B3;std5e5;Standard;17;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
C1;std5e4;Standard;18;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
C2;std5e4;Standard;18;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
C3;std5e4;Standard;18;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
D1;std5e3;Standard;19;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
D2;std5e3;Standard;19;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
D3;std5e3;Standard;19;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
E1;std5e2;Standard;20;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
E2;std5e2;Standard;20;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
E3;std5e2;Standard;20;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
F1;std5e1;Standard;21;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
F2;std5e1;Standard;21;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
F3;std5e1;Standard;21;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
G1;std5e0;Standard;22;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
G2;std5e0;Standard;22;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
G3;std5e0;Standard;22;0.0310;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
H1;ntc;NTC;23;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
H2;ntc;NTC;23;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
H3;ntc;NTC;23;0.0310;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180523
B4;smpl01;Unknown;1;0.0218;37.77;4.243e-001;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
B5;smpl01;Unknown;1;0.0218;37.28;6.216e-001;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
B6;smpl01;Unknown;1;0.0218;34.09;7.67;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
C4;smpl02;Unknown;2;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
C5;smpl02;Unknown;2;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
C6;smpl02;Unknown;2;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
D4;smpl03;Unknown;3;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
D5;smpl03;Unknown;3;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
D6;smpl03;Unknown;3;0.0218;34.78;4.45;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
E4;smpl04;Unknown;4;0.0218;34.36;6.19;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
E5;smpl04;Unknown;4;0.0218;34.48;5.64;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
E6;smpl04;Unknown;4;0.0218;34.70;4.74;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
F4;smpl05;Unknown;5;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
F5;smpl05;Unknown;5;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
F6;smpl05;Unknown;5;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
G4;smpl06;Unknown;6;0.0218;35.68;2.19;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
G5;smpl06;Unknown;6;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
G6;smpl06;Unknown;6;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
B7;smpl07;Unknown;7;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
B8;smpl07;Unknown;7;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
B9;smpl07;Unknown;7;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
C7;smpl08;Unknown;8;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
C8;smpl08;Unknown;8;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
C9;smpl08;Unknown;8;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
D7;smpl09;Unknown;9;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
D8;smpl09;Unknown;9;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
D9;smpl09;Unknown;9;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
E7;smpl10;Unknown;10;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
E8;smpl10;Unknown;10;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
E9;smpl10;Unknown;10;0.0218;35.61;2.31;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
F7;smpl11;Unknown;11;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
F8;smpl11;Unknown;11;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
F9;smpl11;Unknown;11;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
G7;smpl12;Unknown;12;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
G8;smpl12;Unknown;12;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
G9;smpl12;Unknown;12;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
B10;smpl13;Unknown;13;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
B11;smpl13;Unknown;13;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
B12;smpl13;Unknown;13;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
C10;smpl14;Unknown;14;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
C11;smpl14;Unknown;14;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
C12;smpl14;Unknown;14;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
D10;smpl15;Unknown;15;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
D11;smpl15;Unknown;15;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
D12;smpl15;Unknown;15;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
E10;smpl16;Unknown;16;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
E11;smpl16;Unknown;16;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
E12;smpl16;Unknown;16;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
B1;std5e5;Standard;17;0.0218;20.21;5.00e+005;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
B2;std5e5;Standard;17;0.0218;19.94;5.00e+005;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
B3;std5e5;Standard;17;0.0218;20.69;5.00e+005;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
C1;std5e4;Standard;18;0.0218;22.55;5.00e+004;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
C2;std5e4;Standard;18;0.0218;23.04;5.00e+004;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
C3;std5e4;Standard;18;0.0218;22.96;5.00e+004;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
D1;std5e3;Standard;19;0.0218;25.40;5.00e+003;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
D2;std5e3;Standard;19;0.0218;25.94;5.00e+003;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
D3;std5e3;Standard;19;0.0218;25.80;5.00e+003;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
E1;std5e2;Standard;20;0.0218;28.60;5.00e+002;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
E2;std5e2;Standard;20;0.0218;28.20;5.00e+002;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
E3;std5e2;Standard;20;0.0218;28.83;5.00e+002;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
F1;std5e1;Standard;21;0.0218;31.92;5.00e+001;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
F2;std5e1;Standard;21;0.0218;31.33;5.00e+001;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
F3;std5e1;Standard;21;0.0218;31.97;5.00e+001;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
G1;std5e0;Standard;22;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
G2;std5e0;Standard;22;0.0218;34.04;5.00e+000;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
G3;std5e0;Standard;22;0.0218;35.85;5.00e+000;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
H1;ntc;NTC;23;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
H2;ntc;NTC;23;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
H3;ntc;NTC;23;0.0218;NoCt;NoCt;0.992;-2.923;MONIS3;AssID04;Pseser;foraar;qpcrrundate20180625;02
B4;smpl01;Unknown;1;0.0141;39.99;2.848e-003;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
B5;smpl01;Unknown;1;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
B6;smpl01;Unknown;1;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
C4;smpl02;Unknown;2;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
C5;smpl02;Unknown;2;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
C6;smpl02;Unknown;2;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
D4;smpl03;Unknown;3;0.0141;21.97;4.536e+003;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
D5;smpl03;Unknown;3;0.0141;21.96;4.574e+003;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
D6;smpl03;Unknown;3;0.0141;22.26;3.620e+003;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
E4;smpl04;Unknown;4;0.0141;26.22;1.569e+002;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
E5;smpl04;Unknown;4;0.0141;26.41;1.349e+002;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
E6;smpl04;Unknown;4;0.0141;25.73;2.306e+002;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
F4;smpl05;Unknown;5;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
F5;smpl05;Unknown;5;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
F6;smpl05;Unknown;5;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
G4;smpl06;Unknown;6;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
G5;smpl06;Unknown;6;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
G6;smpl06;Unknown;6;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
B7;smpl07;Unknown;7;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
B8;smpl07;Unknown;7;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
B9;smpl07;Unknown;7;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
C7;smpl08;Unknown;8;0.0141;30.96;3.66;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
C8;smpl08;Unknown;8;0.0141;35.46;1.032e-001;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
C9;smpl08;Unknown;8;0.0141;35.59;9.287e-002;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
D7;smpl09;Unknown;9;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
D8;smpl09;Unknown;9;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
D9;smpl09;Unknown;9;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
E7;smpl10;Unknown;10;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
E8;smpl10;Unknown;10;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
E9;smpl10;Unknown;10;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
F7;smpl11;Unknown;11;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
F8;smpl11;Unknown;11;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
F9;smpl11;Unknown;11;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
G7;smpl12;Unknown;12;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
G8;smpl12;Unknown;12;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
G9;smpl12;Unknown;12;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
B10;smpl13;Unknown;13;0.0141;27.65;5.044e+001;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
B11;smpl13;Unknown;13;0.0141;26.76;1.023e+002;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
B12;smpl13;Unknown;13;0.0141;28.06;3.641e+001;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
C10;smpl14;Unknown;14;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
C11;smpl14;Unknown;14;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
C12;smpl14;Unknown;14;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
D10;smpl15;Unknown;15;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
D11;smpl15;Unknown;15;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
D12;smpl15;Unknown;15;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
E10;smpl16;Unknown;16;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
E11;smpl16;Unknown;16;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
E12;smpl16;Unknown;16;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
B1;std5e5;Standard;17;0.0141;15.90;5.00e+005;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
B2;std5e5;Standard;17;0.0141;15.41;5.00e+005;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
B3;std5e5;Standard;17;0.0141;16.73;5.00e+005;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
C1;std5e4;Standard;18;0.0141;19.70;5.00e+004;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
C2;std5e4;Standard;18;0.0141;19.74;5.00e+004;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
C3;std5e4;Standard;18;0.0141;17.65;5.00e+004;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
D1;std5e3;Standard;19;0.0141;21.07;5.00e+003;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
D2;std5e3;Standard;19;0.0141;22.09;5.00e+003;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
D3;std5e3;Standard;19;0.0141;21.74;5.00e+003;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
E1;std5e2;Standard;20;0.0141;25.21;5.00e+002;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
E2;std5e2;Standard;20;0.0141;25.59;5.00e+002;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
E3;std5e2;Standard;20;0.0141;24.04;5.00e+002;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
F1;std5e1;Standard;21;0.0141;27.53;5.00e+001;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
F2;std5e1;Standard;21;0.0141;28.40;5.00e+001;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
F3;std5e1;Standard;21;0.0141;27.26;5.00e+001;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
G1;std5e0;Standard;22;0.0141;31.15;5.00e+000;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
G2;std5e0;Standard;22;0.0141;29.64;5.00e+000;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
G3;std5e0;Standard;22;0.0141;30.61;5.00e+000;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
H1;ntc;NTC;23;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
H2;ntc;NTC;23;0.0141;NoCt;NoCt;0.983;-2.905;MONIS3;AssID05;Karmik;efteraar;qpcrrundate20180523
