Well;WellName;WellType;Replicate;ThresholddRn;CtdRn;Quantitycopies;RSqdRn;SlopedRn;MONISprojectno;AssayID;speciesabbr;season;qpcrrundate
E9;smpl10;Unknown;10;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
F7;smpl11;Unknown;11;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
F8;smpl11;Unknown;11;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
F9;smpl11;Unknown;11;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
G7;smpl12;Unknown;12;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
G8;smpl12;Unknown;12;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
G9;smpl12;Unknown;12;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
B10;smpl13;Unknown;13;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
B11;smpl13;Unknown;13;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
B12;smpl13;Unknown;13;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
C10;smpl14;Unknown;14;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
C11;smpl14;Unknown;14;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
C12;smpl14;Unknown;14;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
D10;smpl15;Unknown;15;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
D11;smpl15;Unknown;15;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
D12;smpl15;Unknown;15;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
E10;smpl16;Unknown;16;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
E11;smpl16;Unknown;16;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
E12;smpl16;Unknown;16;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
B1;std5e5;Standard;17;0.0606;25.33;5.00e+005;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
B2;std5e5;Standard;17;0.0606;25.11;5.00e+005;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
B3;std5e5;Standard;17;0.0606;25.10;5.00e+005;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
C1;std5e4;Standard;18;0.0606;28.02;5.00e+004;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
C2;std5e4;Standard;18;0.0606;28.11;5.00e+004;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
C3;std5e4;Standard;18;0.0606;27.90;5.00e+004;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
D1;std5e3;Standard;19;0.0606;31.37;5.00e+003;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
D2;std5e3;Standard;19;0.0606;31.36;5.00e+003;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
D3;std5e3;Standard;19;0.0606;31.18;5.00e+003;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
E1;std5e2;Standard;20;0.0606;34.24;5.00e+002;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
E2;std5e2;Standard;20;0.0606;34.75;5.00e+002;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
E3;std5e2;Standard;20;0.0606;34.50;5.00e+002;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
F1;std5e1;Standard;21;0.0606;36.94;5.00e+001;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
F2;std5e1;Standard;21;0.0606;37.03;5.00e+001;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
F3;std5e1;Standard;21;0.0606;37.90;5.00e+001;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
G1;std5e0;Standard;22;0.0606;39.43;5.00e+000;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
G2;std5e0;Standard;22;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
G3;std5e0;Standard;22;0.0606;37.76;5.00e+000;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
H1;ntc;NTC;23;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
H2;ntc;NTC;23;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
H3;ntc;NTC;23;0.0606;NoCt;NoCt;0.983;-2.855;MONIS3;AssID19;Homame;efteraar;qpcrrundate20180515
B4;smpl01;Unknown;1;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
B5;smpl01;Unknown;1;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
B6;smpl01;Unknown;1;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
C4;smpl02;Unknown;2;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
C5;smpl02;Unknown;2;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
C6;smpl02;Unknown;2;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
D4;smpl03;Unknown;3;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
D5;smpl03;Unknown;3;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
D6;smpl03;Unknown;3;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
E4;smpl04;Unknown;4;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
E5;smpl04;Unknown;4;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
E6;smpl04;Unknown;4;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
F4;smpl05;Unknown;5;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
F5;smpl05;Unknown;5;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
F6;smpl05;Unknown;5;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
G4;smpl06;Unknown;6;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
G5;smpl06;Unknown;6;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
G6;smpl06;Unknown;6;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
B7;smpl07;Unknown;7;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
B8;smpl07;Unknown;7;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
B9;smpl07;Unknown;7;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
C7;smpl08;Unknown;8;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
C8;smpl08;Unknown;8;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
C9;smpl08;Unknown;8;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
D7;smpl09;Unknown;9;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
D8;smpl09;Unknown;9;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
D9;smpl09;Unknown;9;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
E7;smpl10;Unknown;10;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
E8;smpl10;Unknown;10;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
E9;smpl10;Unknown;10;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
F7;smpl11;Unknown;11;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
F8;smpl11;Unknown;11;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
F9;smpl11;Unknown;11;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
G7;smpl12;Unknown;12;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
G8;smpl12;Unknown;12;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
G9;smpl12;Unknown;12;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
B10;smpl13;Unknown;13;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
B11;smpl13;Unknown;13;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
B12;smpl13;Unknown;13;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
C10;smpl14;Unknown;14;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
C11;smpl14;Unknown;14;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
C12;smpl14;Unknown;14;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
D10;smpl15;Unknown;15;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
D11;smpl15;Unknown;15;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
D12;smpl15;Unknown;15;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
E10;smpl16;Unknown;16;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
E11;smpl16;Unknown;16;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
E12;smpl16;Unknown;16;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
B1;std5e5;Standard;17;0.1214;25.51;5.00e+005;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
B2;std5e5;Standard;17;0.1214;25.75;5.00e+005;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
B3;std5e5;Standard;17;0.1214;25.61;5.00e+005;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
C1;std5e4;Standard;18;0.1214;28.24;5.00e+004;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
C2;std5e4;Standard;18;0.1214;28.28;5.00e+004;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
C3;std5e4;Standard;18;0.1214;28.62;5.00e+004;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
D1;std5e3;Standard;19;0.1214;32.03;5.00e+003;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
D2;std5e3;Standard;19;0.1214;31.68;5.00e+003;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
D3;std5e3;Standard;19;0.1214;31.65;5.00e+003;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
E1;std5e2;Standard;20;0.1214;35.89;5.00e+002;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
E2;std5e2;Standard;20;0.1214;35.19;5.00e+002;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
E3;std5e2;Standard;20;0.1214;35.04;5.00e+002;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
F1;std5e1;Standard;21;0.1214;35.97;5.00e+001;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
F2;std5e1;Standard;21;0.1214;36.74;5.00e+001;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
F3;std5e1;Standard;21;0.1214;37.64;5.00e+001;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
G1;std5e0;Standard;22;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
G2;std5e0;Standard;22;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
G3;std5e0;Standard;22;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
H1;ntc;NTC;23;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
H2;ntc;NTC;23;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
H3;ntc;NTC;23;0.1214;NoCt;NoCt;0.977;-2.930;MONIS3;AssID19;Homame;foraar;qpcrrundate20180515
B4;smpl01;Unknown;1;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
B5;smpl01;Unknown;1;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
B6;smpl01;Unknown;1;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
C4;smpl02;Unknown;2;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
C5;smpl02;Unknown;2;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
C6;smpl02;Unknown;2;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
D4;smpl03;Unknown;3;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
D5;smpl03;Unknown;3;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
D6;smpl03;Unknown;3;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
E4;smpl04;Unknown;4;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
E5;smpl04;Unknown;4;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
E6;smpl04;Unknown;4;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
F4;smpl05;Unknown;5;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
F5;smpl05;Unknown;5;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
F6;smpl05;Unknown;5;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
G4;smpl06;Unknown;6;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
G5;smpl06;Unknown;6;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
G6;smpl06;Unknown;6;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
B7;smpl07;Unknown;7;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
B8;smpl07;Unknown;7;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
B9;smpl07;Unknown;7;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
C7;smpl08;Unknown;8;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
C8;smpl08;Unknown;8;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
C9;smpl08;Unknown;8;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
D7;smpl09;Unknown;9;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
D8;smpl09;Unknown;9;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
D9;smpl09;Unknown;9;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
E7;smpl10;Unknown;10;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
E8;smpl10;Unknown;10;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
E9;smpl10;Unknown;10;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
F7;smpl11;Unknown;11;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
F8;smpl11;Unknown;11;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
F9;smpl11;Unknown;11;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
G7;smpl12;Unknown;12;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
G8;smpl12;Unknown;12;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
G9;smpl12;Unknown;12;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
B10;smpl13;Unknown;13;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
B11;smpl13;Unknown;13;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
B12;smpl13;Unknown;13;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
C10;smpl14;Unknown;14;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
C11;smpl14;Unknown;14;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
C12;smpl14;Unknown;14;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
D10;smpl15;Unknown;15;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
D11;smpl15;Unknown;15;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
D12;smpl15;Unknown;15;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
E10;smpl16;Unknown;16;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
E11;smpl16;Unknown;16;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
E12;smpl16;Unknown;16;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
B1;std5e5;Standard;17;0.1757;21.04;5.00e+005;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
B2;std5e5;Standard;17;0.1757;20.74;5.00e+005;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
B3;std5e5;Standard;17;0.1757;20.41;5.00e+005;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
C1;std5e4;Standard;18;0.1757;23.88;5.00e+004;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
C2;std5e4;Standard;18;0.1757;24.12;5.00e+004;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
C3;std5e4;Standard;18;0.1757;23.85;5.00e+004;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
D1;std5e3;Standard;19;0.1757;27.90;5.00e+003;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
D2;std5e3;Standard;19;0.1757;27.41;5.00e+003;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
D3;std5e3;Standard;19;0.1757;27.38;5.00e+003;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
E1;std5e2;Standard;20;0.1757;30.97;5.00e+002;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
E2;std5e2;Standard;20;0.1757;30.69;5.00e+002;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
E3;std5e2;Standard;20;0.1757;30.69;5.00e+002;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
F1;std5e1;Standard;21;0.1757;34.63;5.00e+001;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
F2;std5e1;Standard;21;0.1757;33.83;5.00e+001;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
F3;std5e1;Standard;21;0.1757;34.13;5.00e+001;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
G1;std5e0;Standard;22;0.1757;37.99;5.00e+000;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
G2;std5e0;Standard;22;0.1757;36.37;5.00e+000;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
G3;std5e0;Standard;22;0.1757;36.91;5.00e+000;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
H1;ntc;NTC;23;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
H2;ntc;NTC;23;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
H3;ntc;NTC;23;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;efteraar;qpcrrundate20180515
A4;smpl07;Unknown;24;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
A5;smpl07;Unknown;24;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
A6;smpl07;Unknown;24;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
A7;smpl08;Unknown;25;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
A8;smpl08;Unknown;25;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
A9;smpl08;Unknown;25;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
F10;smpl09;Unknown;26;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
F11;smpl09;Unknown;26;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
F12;smpl09;Unknown;26;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
G10;smpl10;Unknown;27;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
G11;smpl10;Unknown;27;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
G12;smpl10;Unknown;27;0.1757;NoCt;NoCt;0.996;-3.307;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
B4;smpl01;Unknown;1;0.0347;NoCt;NoCt;0.997;-3.296;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
B5;smpl01;Unknown;1;0.0347;NoCt;NoCt;0.997;-3.296;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
B6;smpl01;Unknown;1;0.0347;NoCt;NoCt;0.997;-3.296;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
C4;smpl02;Unknown;2;0.0347;NoCt;NoCt;0.997;-3.296;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
C5;smpl02;Unknown;2;0.0347;NoCt;NoCt;0.997;-3.296;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
C6;smpl02;Unknown;2;0.0347;NoCt;NoCt;0.997;-3.296;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
D4;smpl03;Unknown;3;0.0347;NoCt;NoCt;0.997;-3.296;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
D5;smpl03;Unknown;3;0.0347;NoCt;NoCt;0.997;-3.296;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
D6;smpl03;Unknown;3;0.0347;NoCt;NoCt;0.997;-3.296;MONIS3;AssID21;Corcas;foraar;qpcrrundate20180515
