Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
B12;smpl13;Unknown;13;0.0240;NoCt;NoCt;0.995;-3.179;
C10;smpl14;Unknown;14;0.0240;NoCt;NoCt;0.995;-3.179;
C11;smpl14;Unknown;14;0.0240;NoCt;NoCt;0.995;-3.179;
C12;smpl14;Unknown;14;0.0240;NoCt;NoCt;0.995;-3.179;
D10;smpl15;Unknown;15;0.0240;31.14;5.210e+001;0.995;-3.179;
D11;smpl15;Unknown;15;0.0240;30.78;6.776e+001;0.995;-3.179;
D12;smpl15;Unknown;15;0.0240;31.47;4.108e+001;0.995;-3.179;
E10;smpl16;Unknown;16;0.0240;NoCt;NoCt;0.995;-3.179;
E11;smpl16;Unknown;16;0.0240;NoCt;NoCt;0.995;-3.179;
E12;smpl16;Unknown;16;0.0240;NoCt;NoCt;0.995;-3.179;
B1;std5e5;Standard;17;0.0240;18.84;5.00e+005;0.995;-3.179;
B2;std5e5;Standard;17;0.0240;18.01;5.00e+005;0.995;-3.179;
B3;std5e5;Standard;17;0.0240;18.60;5.00e+005;0.995;-3.179;
C1;std5e4;Standard;18;0.0240;21.57;5.00e+004;0.995;-3.179;
C2;std5e4;Standard;18;0.0240;22.06;5.00e+004;0.995;-3.179;
C3;std5e4;Standard;18;0.0240;21.54;5.00e+004;0.995;-3.179;
D1;std5e3;Standard;19;0.0240;24.89;5.00e+003;0.995;-3.179;
D2;std5e3;Standard;19;0.0240;24.93;5.00e+003;0.995;-3.179;
D3;std5e3;Standard;19;0.0240;24.80;5.00e+003;0.995;-3.179;
E1;std5e2;Standard;20;0.0240;28.26;5.00e+002;0.995;-3.179;
E2;std5e2;Standard;20;0.0240;27.62;5.00e+002;0.995;-3.179;
E3;std5e2;Standard;20;0.0240;27.79;5.00e+002;0.995;-3.179;
F1;std5e1;Standard;21;0.0240;30.72;5.00e+001;0.995;-3.179;
F2;std5e1;Standard;21;0.0240;31.49;5.00e+001;0.995;-3.179;
F3;std5e1;Standard;21;0.0240;31.08;5.00e+001;0.995;-3.179;
G1;std5e0;Standard;22;0.0240;35.03;5.00e+000;0.995;-3.179;
G2;std5e0;Standard;22;0.0240;33.61;5.00e+000;0.995;-3.179;
G3;std5e0;Standard;22;0.0240;34.89;5.00e+000;0.995;-3.179;
H1;ntc;NTC;23;0.0240;NoCt;NoCt;0.995;-3.179;
H2;ntc;NTC;23;0.0240;NoCt;NoCt;0.995;-3.179;
H3;ntc;NTC;23;0.0240;NoCt;NoCt;0.995;-3.179;
F10;notused;NTC;24;0.0240;NoCt;NoCt;0.995;-3.179;
F11;notused;NTC;24;0.0240;NoCt;NoCt;0.995;-3.179;
F12;notused;NTC;24;0.0240;NoCt;NoCt;0.995;-3.179;
