Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
E8;smpl10;Unknown;10;0.0395;NoCt;NoCt;0.993;-3.324;
E9;smpl10;Unknown;10;0.0395;NoCt;NoCt;0.993;-3.324;
F7;smpl11;Unknown;11;0.0395;NoCt;NoCt;0.993;-3.324;
F8;smpl11;Unknown;11;0.0395;NoCt;NoCt;0.993;-3.324;
F9;smpl11;Unknown;11;0.0395;NoCt;NoCt;0.993;-3.324;
G7;smpl12;Unknown;12;0.0395;NoCt;NoCt;0.993;-3.324;
G8;smpl12;Unknown;12;0.0395;NoCt;NoCt;0.993;-3.324;
G9;smpl12;Unknown;12;0.0395;NoCt;NoCt;0.993;-3.324;
B10;smpl13;Unknown;13;0.0395;NoCt;NoCt;0.993;-3.324;
B11;smpl13;Unknown;13;0.0395;NoCt;NoCt;0.993;-3.324;
B12;smpl13;Unknown;13;0.0395;NoCt;NoCt;0.993;-3.324;
C10;smpl14;Unknown;14;0.0395;NoCt;NoCt;0.993;-3.324;
C11;smpl14;Unknown;14;0.0395;NoCt;NoCt;0.993;-3.324;
C12;smpl14;Unknown;14;0.0395;NoCt;NoCt;0.993;-3.324;
D10;smpl15;Unknown;15;0.0395;NoCt;NoCt;0.993;-3.324;
D11;smpl15;Unknown;15;0.0395;NoCt;NoCt;0.993;-3.324;
D12;smpl15;Unknown;15;0.0395;NoCt;NoCt;0.993;-3.324;
E10;smpl16;Unknown;16;0.0395;NoCt;NoCt;0.993;-3.324;
E11;smpl16;Unknown;16;0.0395;NoCt;NoCt;0.993;-3.324;
E12;smpl16;Unknown;16;0.0395;NoCt;NoCt;0.993;-3.324;
B1;std5e5;Standard;17;0.0395;19.20;5.00e+005;0.993;-3.324;
B2;std5e5;Standard;17;0.0395;18.61;5.00e+005;0.993;-3.324;
B3;std5e5;Standard;17;0.0395;19.12;5.00e+005;0.993;-3.324;
C1;std5e4;Standard;18;0.0395;22.28;5.00e+004;0.993;-3.324;
C2;std5e4;Standard;18;0.0395;22.05;5.00e+004;0.993;-3.324;
C3;std5e4;Standard;18;0.0395;21.99;5.00e+004;0.993;-3.324;
D1;std5e3;Standard;19;0.0395;25.72;5.00e+003;0.993;-3.324;
D2;std5e3;Standard;19;0.0395;25.91;5.00e+003;0.993;-3.324;
D3;std5e3;Standard;19;0.0395;25.47;5.00e+003;0.993;-3.324;
E1;std5e2;Standard;20;0.0395;28.57;5.00e+002;0.993;-3.324;
E2;std5e2;Standard;20;0.0395;28.74;5.00e+002;0.993;-3.324;
E3;std5e2;Standard;20;0.0395;28.81;5.00e+002;0.993;-3.324;
F1;std5e1;Standard;21;0.0395;31.86;5.00e+001;0.993;-3.324;
F2;std5e1;Standard;21;0.0395;32.99;5.00e+001;0.993;-3.324;
F3;std5e1;Standard;21;0.0395;32.65;5.00e+001;0.993;-3.324;
G1;std5e0;Standard;22;0.0395;36.66;5.00e+000;0.993;-3.324;
G2;std5e0;Standard;22;0.0395;34.67;5.00e+000;0.993;-3.324;
G3;std5e0;Standard;22;0.0395;34.90;5.00e+000;0.993;-3.324;
H1;ntc;NTC;23;0.0395;NoCt;NoCt;0.993;-3.324;
H2;ntc;NTC;23;0.0395;NoCt;NoCt;0.993;-3.324;
H3;ntc;NTC;23;0.0395;NoCt;NoCt;0.993;-3.324;
F10;notused;NTC;24;0.0395;NoCt;NoCt;0.993;-3.324;
F11;notused;NTC;24;0.0395;NoCt;NoCt;0.993;-3.324;
F12;notused;NTC;24;0.0395;NoCt;NoCt;0.993;-3.324;
